,sentence,label
2008, en eet (he)m op. ,0
2009, ze geeft (he)m aan de heks. ,0
2010, de heks pakt (he)m aan. ,0
2011, en likt eraan. ,0
2012, dan gaat ze nog een ijsje kopen. ,0
2013, indiaan staat bij een appelboom. ,0
2014, dr [ er] ligt een steen bij de appelboom. ,0
2015, daar gaat ie [ hij] op staan om bij de appel te kunnen. ,0
2016, dan valt ie [ hij] van de steen. ,0
2017, en de cowbo(y) [/] cowboy komt eraan met een ladder. ,0
2018, hij pakt de &eh appel uit de boom. ,0
2019, en geeft (he)m aan de indiaan. ,0
2020, indiaan krijgt de appel. ,0
2021, ballerina loopt met de gieter door de tuin. ,0
2022, ze vult de gieter met water. ,0
2023, ze geeft de bloemetjes wat water. ,0
2024, daar komt de dokter aan. ,0
2035, de piraat <is aan (he)t> [//] die loopt met de voetbal op straat. ,0
2036, hij ziet een meer. ,0
2037, hij schopt de voetbal in het meer met zijn houten poot. ,0
2038, de piraat is verdrietig. ,0
2039, daar komt de ridder aan. ,0
2044, de ridder haalt de bal uit het water. ,0
2045, de piraat kijkt hoe hij dat doet. ,0
2049, prinsesje gaat naar de ijscoman. ,0
2050, <ze vr(aagt)> [/] ze vraagt om twee kie [//] euro een ijsje. ,0
2051, ze krijgt een ijsje met wit ijs met chocolade ijs met vanille ijs ,0
2052, en met het kabouter en met (he)t smurfenijs dr [ er] op. ,0
2053, prinsesje likt (he)t. ,0
2054, daar komt een heks aan. ,0
2060, de heks neemt een likje. ,0
2061, maar prinse(s) +//. ,0
2062, wil je even terug naar die andere bladzijde? ,0
2063, nee nog niet met die. ,0
2068, nu ben ik wel klaar. ,0
2069, ze gaat weer naar de ijscobar. ,0
2070, en nu koopt ze voorn euro weer een ijsje. ,0
2071, indiaan gaat naar de appelboom. ,0
2072, in de appel hangt een verse groene [/] groene lekkere appel [///] ,0
2073, in de boom hangt een lekker verse groenige appel. ,0
2074, naast de boom staat de steen. ,0
2075, hij wil graag die mooie groene appel plukken. ,0
2076, maar hij kan er niet bij ook al staat ie [ hij] op de steen. ,0
2077, daar valt de indiaan op de grond. ,0
2078, daar komt <cowboy aan> [/] cowboy aan. ,0
2083, hij [//] cowboy klimt in de boom. ,0
2084, en pakt de appel. ,0
2088, einde. ,0
2089, &eh de ballerina heeft een gieter. ,0
2090, ze vult (he)m met water uit de kraan. ,0
2091, en ze geeft bloem(pjes) [/] bloempjes water. ,0
2092, de zuster staat naast de bloempjes. ,0
2093, en de zuster pluktn van de bloempjes. ,0
2094, en geeft (he)m aan de ballerina. ,0
2095, de ballerina stopt (he)t bloempje in dr [ haar] haar. ,0
2096, de piraat heeft een bal. ,0
2097, hij schopt de bal. ,0
2098, de bal belandt in (he)t water. ,0
2099, een [///] de ridder ziet wat er gebeurt. ,0
2100, en haalt een visnet. ,0
2101, en hij vist de bal uit (he)t water. ,0
2102, dan is de piraat weer helemaal blij. ,0
2103, prinses komt met een euro bij de ijskraam. ,0
2104, ze koopt een ijsje met drie bolletjes. ,0
2105, en ze geeft (he)m aan de heks. ,0
2106, en de heks neemt (he)m aan. ,0
2107, en eet (he)m op. ,0
2108, de prinses gaat nog een keer naar de ijskraam. ,0
2109, een indiaan loopt naar de appelboom. ,0
2110, hij gaat op een steen staan. ,0
2111, en probeert de appel te plukken. ,0
2112, alleen hij valt van de steen. ,0
2113, dan komt de cowboy met een ladder. ,0
2114, en &eh zet de ladder tegen de boom. ,0
2115, en haalt de appel dr [ er] uit. ,0
2116, en geeft (he)m aan de indiaan. ,0
2117, dan is de indiaan weer blij. ,0
2118, die indiaan ziet een boom met drie appels. ,0
2119, er ligt ook een steen naast de boom. ,0
2120, hij klimt op de steen om een appel te pakken. ,0
2121, hij valt van de steen af. ,0
2122, daar komt een cowboy met een ladder voor hem. ,0
2123, hij zet de la &eh ik &eh [///] de cowboy zet de ladder tegen de ,0
2124, boom. ,0
2125, en pakt de appel. ,0
2126, hij geeft (he)m aan de indiaan. ,0
2127, de indiaan gaat ervan eten. ,0
2128, de feeprinses geeft een euro aan de ijscokraam omdat ze graag een ,0
2129, ijsje wil. ,0
2130, ze heeft een ijsco met drie bolletjes. ,0
2131, en loopt daarmee vrolijk weg terwijl ze het ijsje oplikt. ,0
2132, dan zie(t) [/] &eh ziet ze <de hek(s)> [/] de heks. ,0
2133, ze geeft het ijsje aan de heks. ,0
2134, nou heeft de heks een ijsje. ,0
2135, vindt het erg lekker. ,0
2136, ze likt er nog een van. ,0
2137, en nog eentje [x 3]. ,0
2138, <dan gaat ze we(er)> [//] dan gaat het prinsesje weer naar de ,0
2139, ijscokraam. ,0
2140, ze geeft weer een euro voor weer een ijsje. ,0
2141, de &eh piraat heeft een voetbal. ,0
2142, hij gaat er met z(ij)n houten been mee schoppen vlakbij zee. ,0
2143, &oh &oh de bal valt in het water. ,0
2144, daar komt de ridder aan. ,0
2145, die heeft een schepnet. ,0
2146, hij pakt de bal met zijn schepnet. ,0
2147, dan heeft de piraat zijn bal weer terug. ,0
2148, de ballerina heeft een gieter. ,0
2149, ze vult de gieter met water. ,0
2150, <ze strooit er> [//] &eh ze [/] &ehm ze giet (he)t over de ,0
2151, plantjes. ,0
2152, daar komt de zuster. ,0
2153, de zuster plukt een plantje. ,0
2154, bloemetje eigenlijk. ,0
2155, ze geeft (he)m aan de ballerina. ,0
2156, de ballerina doet (he)m in haar haar. ,0
2157, Frederike Investigator ,0
2158, &eh het meisje heeft een gieter vast. ,0
2159, zij vult de gieter met water. ,0
2160, het meisje &eh die &eh geeft de bloemen water. ,0
2161, en <de dokter die &eh> [//] of de zuster die [/] &eh die kijkt. ,0
2162, en de zuster die &eh plukt nu een bloem. ,0
2163, en de zuster geeft de bloem aan het meisje. ,0
2164, en het meisje doet de bloem bij haar hoofd. ,0
2165, ja in. ,0
2166,*IN2 in haar haar? ,0
2167, ja in haar haar. ,0
2168, de piraat die &eh heeft de bal vast. ,0
2169, en de piraat die schopt &eh de bal in het water. ,0
2170, nu moet ie [ hij] huilen. ,0
2171, <en &ehm het> [//] <&eh de ba> [//] want &eh de bal ligt in het ,0
2172, water. ,0
2173, en hij kan niet zwemmen. ,0
2174, de ridder die [/] &eh die pak(t) [//] heeft een &eh schepnet bij ,0
2175, zich. ,0
2176, en die gaat [/] &ehm <gaat het> [//] gaat de bal uit het water ,0
2177, vissen. ,0
2178, en het is hem gelukt. ,0
2179, en de piraat die <kijkt nu> [//] is nu weer een beetje blij. ,0
2182, &eh de prinses die koopt een ijsje. ,0
2183, ze vindt hem heel erg lekker. ,0
2184, dan komt de heks eraan. ,0
2185, <en het mei> [//] en de prinses geeft (he)m aan de heks. ,0
2186, de heks vindt (he)m ook heel lekker. ,0
2187, en het meisje koopt nog een &eh ijsje. ,0
2188, &eh i [//] de prinses bedoel ik. ,0
2189, &eh de indiaan die wil een appel kopen [//] &eh plukken uit een ,0
2190, boom. ,0
2191, &eh hij kon er nie(t) bij. ,0
2192, en nu ga(at) [//] &eh probeert op een steen te klimmen. ,0
2193, en komt er nog steeds niet bij. ,0
2194, nou valt de indiaan van de steen. ,0
2195, en dan komt de [/] &eh <de in> [//] &eh dus de (.) cowboy die komt ,0
2196, dr [ er] aanlopen met een ladder. ,0
2197, en die gaat [/] &eh gaat &eh appel plukken. ,0
2198, en &eh helemaal bovenaan met de trap. ,0
2199, en plukt de appel. ,0
2200, de cowboy geeft (he)m aan de indiaan. ,0
2201, en nu is de indiaan weer helemaal blij. ,0
2202, de balletdanseres heeft een gieter in dr [ haar] hand. ,0
2203, waar ze denk ik de plantjes mee water gaat geven. ,0
2204, ze doet wa(ter) [/] water in de fles me(t) [//] uit [/] ui(t) [/] ,0
2205, uit het buitenkraantje. ,0
2206, <in de> [//] in de gieter was het. ,0
2207, daarna geeft ze <de plantjes wa(ter)> [//] de [/] de bloemetjes ,0
2208, water die ze in de tuin heeft gezet. ,0
2209, de meneer van het ziekenhuis (.) die magt een bloemtje plukken. ,0
2210, de dokter. ,0
2211,%com de dokter=correction for de meneer van het ziekenhuis ,0
2212, &eh nee ik weet (he)t niet. ,0
2213, &ehm . ,0
2214, &oh ik weet niet meer. ,0
2215, de [/] de verpleegster heeft [/] heeft de bloem in [/] in zijn ,0
2216, hand. ,0
2217, de verpleegster heeft ze aan de balletdanseres gegeven. ,0
2218, en die stopt ze in haar haar. ,0
2219, die piraat he(eft) [/] heeft een houten been. ,0
2220, en een voetbal in z(ij)n hand. ,0
2221, hij schiet met z(ij)n houten been (.) de voetbal weg. ,0
2222, de piraat huilt. ,0
2223, want hij [//] de bal ligt in het water. ,0
2224, &ehm de [/] de ridder heeft een visnet in zijn handen. ,0
2225, en daar gaat ie [ hij] de [/] de bal mee uit het water halen. ,0
2226, de ridder heeft de bal uit het water gehaald. ,0
2227, en de piraat is reuzeblij. ,0
2228, de piraat heeft z(ij)n bal weer in de handen. ,0
2229, de prinses wil graag voor een ijsco bij het ijscokraampje. ,0
2230, daarna loopt ze ermee (.) met het ijsje. ,0
2231, en ze likt eraan. ,0
2232, daa [//] de [/] de prinses die steekt het ijsje uit naar de heks. ,0
2233, <en de heks he(eft)> [//] <die he(eft)> [//] de prinses <heeft de ,0
2234, he(ks)> [//] heeft het ijsje aan de heks gegeven met z(ij)n lange ,0
2235, neus. ,0
2236, de heks likt eraan. ,0
2237, en hij is heel erg vrolijk. ,0
2238, daarna koopt ze een ijsje voor haarzelf. ,0
2239, bij de ijscokraam. ,0
2240, de indiaan ziet een groene [//] mooie groene appel in de boom ,0
2241, hangen. ,0
2242, hij staat op (ee)n kei. ,0
2243, en pakt de appel uit de boom. ,0
2244, daarna valt hij <van uit z(ij)n> [//] van de kei af. ,0
2245, en hij heeft <ze pijn ged(aan)> [//] zich pijn gedaan. ,0
2246, daarna komt de brandweerman. ,0
2247, nee wat is het voor mens. ,0
2248, ach de brandweerman met zijn ladder (.) om de appel te pakken. ,0
2249, die pakt (he)m. ,0
2250, en de indiaan is blij. ,0
2251, en die geeft ie [ hij] aan de indiaan. ,0
2252, indiaan <die ga(at)> [//] die wil <z(ij)n appel opeten> [//] de ,0
2253, appel opeten. ,0
2254, er is een indiaantje. ,0
2255, en hij wil een appel plukken. ,0
2256, want hij ziet een appelboom. ,0
2257, en hij kan er net niet bij. ,0
2258, dus dan moet ie [ hij] maar springen. ,0
2259, maar toen viel hij. ,0
2260, en toen kwam er een cowboy aan. ,0
2261, hij pakte de appels (.) voor de indiaan. ,0
2262, en ging weg met de ladder. ,0
2263, en hij gaf de appel aan de indiaan. ,0
2264, en toen wou de indiaan de appel opete(n). ,0
2265, er was een prinsesje. ,0
2266, ze wou een ijsje hale(n) voorn euro. ,0
2267, ze had het gedaan. ,0
2268, dus ze was heel blij. ,0
2269, en liep weer naar huis. ,0
2270, toen kwam er een heksje. ,0
2274, en toen pakte het heksje het ijsje af. ,0
2275, en at (h)em op (.) met de lange tong. ,0
2276, toen wou ze weer een nieuw ijsje kope(n). ,0
2277, er was e(en)s een keer een piraat met een bal. ,0
2278, hij schoot (h)em per ongeluk in de zee. ,0
2279, toen kwam er een ridder. ,0
2280, en de piraat huilde. ,0
2281, toen ging de ridder de bal weer pakken met een netje. ,0
2282, en hij had hem gepakt. ,0
2285, en daarna ging die weer leuk voetballen met z(ij)n vrienden. ,0
2286, het balleresje die wou bloemen plukken. ,0
2287, en dan water geve(n). ,0
2288, ze pakte wat water uit de kraan bij haar in de tuin. ,0
2289, toen liet ze (he)t bloeien. ,0
2290, en er kwam een zuster aan. ,0
2291, die zuster ging het voor haar plukken. ,0
2292, dat vond ze heel lief. ,0
2293, toen gaf ze [//] die zuster dat aan het meisje. ,0
2294, dat vond ze heel leuk. ,0
2295, en toen ging ze het in haar haar doen wat zo mooi stond! ,0
2296, een balletdanseres (.) heeft ene (...) sproeier. ,0
2297, ze [/] ze vult (h)em met water. ,0
2298, dat &eh doet ze op de plantjes. ,0
2299, de dokter plukt de planten. ,0
2300, de dokter geeft de ene bloemetje aan de fee. ,0
2301, nee balletdanser. ,0
2302,%com balletdanser is verbetering van fee. ,0
2303, ze doet (h)em in het haar. ,0
2304, een piraat heeft een bal. ,0
2305, <hij schopt (h)em> [/] hij schopt (h)em in (he)t water. ,0
2306, en ie [ hij] huilt. ,0
2307, en de ridder gaat de bal pakken. ,0
2308, en dan heeft ie [ hij] (h)em met een net. ,0
2309, en dan is die piraat blij. ,0
2310, de koningin koopt een ijsje. ,0
2311, en daarna eet ze (h)em op. ,0
2312, en daarna ziet ze een heks. ,0
2313, en dan geeft (he)t ijsje aan de heks. ,0
2314, nu is de heks ook blij. ,0
2315, en de koningin koopte [ kocht] nog een ijsje. ,0
2316, een indiaan wil een appel pakken. ,0
2317, hij kan er niet bij. ,0
2318, en dan valt ie [ hij] van de rots af. ,0
2319, en dan pakte de cowboy hem. ,0
2320, en hij geeft (h)em aan de indiaan. ,0
2321, en nu is de indiaan heel blij. ,0
2322, de indiaan ziet een appelboom. ,0
2323, de indiaan gaat op een steen staan. ,0
2324, en wil een appel plukken. ,0
2325, maar hij valt van de steen af. ,0
2326, dan komt er een cowboy met een ladder aan. ,0
2327, hij zet de ladder tegen de boom aan. ,0
2328, en gaat op de ladder staan. ,0
2329, zo en dan plukt hij een appel. ,0
2330, de cowboy geeft de appel aan de indiaan. ,0
2331, de indiaan is heel blij met de appel. ,0
2332, de koningin koopt een ijsje bij een ijskraam. ,0
2333, ze heeft een ijsje gekocht. ,0
2334, en loopt weg. ,0
2335, en likt aan (he)t ijsje. ,0
2336, ze geeft het ijsje aan de heks. ,0
2337, de heks pakt (he)t ijsje. ,0
2338, de heks likt aan het ijsje. ,0
2339, de koningin loopt terug naar de ijskraam. ,0
2340, en koopt een nieuw ijsje. ,0
2341, <de pi(raat)> [/] de piraat gaat voetballen. ,0
2342, hij schiet de bal weg. ,0
2343, de bal &ehm vliegt in (he)t water. ,0
2344, dan komt <de ridde(r)> [//] een ridder aangelopen. ,0
2345, hij pakt een visnetje. ,0
2346, hij vist de bal uit (he)t water. ,0
2347, de piraat is heel blij dat hij de bal weer terug heeft. ,0
2348, het meisje loopt met de gieter. ,0
2349, ze vult de gieter met water uit de kraan. ,0
2350, &eh met de gieter &ehm (.) geeft ze de planten water. ,0
2351, dan komt er een zuster aangelopen. ,0
2352, de zuster plukt een bloem. ,0
2353, de zuster geeft de bloem aan (he)t meisje. ,0
2354, het meisje vindt de bloem heel mooi. ,0
2355, een indiaan wijst xxx naar een appelboom. ,0
2356, en loopt er naar toe. ,0
2357, hij &eh staat op een steen. ,0
2358, en plukt een appel uit die boom. ,0
2359, maar hij vielt [ valt] . ,0
2360, en (he)t is mislukt. ,0
2361, en daar komt een cowboy aan met een ladder. ,0
2362, en hij zet (h)em tegen de boom. ,0
2363, en plukt een appel. ,0
2364, en de cowboy geeft de appel aan de indiaan. ,0
2365, <en hij sm(ult)> [/] <en hij smult van> [//] en hij heeft de appel. ,0
2366, en die <eet ie [ hij]> [//] gaat ie [ hij] opete(n). ,0
2367, een prinses gaat [/] gaat naar een &eh ijsco^man. ,0
2368, <en wil> [/] en wil een ijsje kopen. ,0
2369, en ze heeft een ijsje. ,0
2370, en die likt ze eraan. ,0
2371, en dan ziet ze een heks. ,0
2372, en geeft ze haar haar ijsje. ,0
2373, en de heks &eh vond dat heel aardig. ,0
2374, en hij na(m) [/] nam ook lik. ,0
2375, en toen ging [/] ging prinsesje weer naar de ijscoman. ,0
2376, en wou weer een ijsje kope(n). ,0
2377, de piraat speelt met een bal. ,0
2378, hij trapt (h)em in de plas. ,0
2379, en toen was ie [ hij] verdrietig omdat ie [ hij] in (he)t water ,0
2380, was. ,0
2381, maar nu [//] daar komt de ridder aan. ,0
2382, en die ridder heeft een net bij zich. ,0
2383, misschien kunnen ze (h)em uit (he)t water halen. ,0
2387, <een mei(sje)> [//] een ballerina had een tuin^gieter. ,0
2388, en daar deed ze wat wat(er) [///] ging ze naar de kraan. ,0
2389, en deed ze wat water dr [ er] in. ,0
2390, en toen ging ze dat over de plantjes doen . ,0
2391, over de bloemen. ,0
2392, en daar [///] kijk daar is de zuster. ,0
2393, en die zuster plukt een bloem (..) voor het meisje. ,0
2394, en geeft (h)em aan (he)t meisje. ,0
2395, en die bloem doet ze in haar haar. ,0
2396, het balletmeisje heeft een gieter. ,0
2397, ze [/] ze doet er water in. ,0
2398, en zorgt voor de plantjes. ,0
2399, <de brand(weervrouw)> [//] de ambulancevrouw die wil ook een ,0
2400, plantje. ,0
2401, of een bloem. ,0
2402, <van (he)t> [/] van (he)t meisje mag het. ,0
2403, de [//] (he)t meisje heeft er ookn. ,0
2404, de piraat heeft een bal. ,0
2405, hij schopt de bal naar (he)t water. ,0
2406, hij moet huilen. ,0
2407, want de bal ligt in (he)t water. ,0
2408, de ridder komt er ook aan met een netje. ,0
2409, en hij pakt de bal uit (he)t water. ,0
2410, de piraat is weer blij +... ,0
2412, de koningin staat bij de ijskraam. ,0
2413, ze heeft een lekker ijsje. ,0
2414, de heks wil ook een hapje. ,0
2415, dat mag van de koningin. ,0
2416, &eh ja. ,0
2417, nou dan neemt de heks ook een lik. ,0
2418, en dan neem de koningin dr [ er] ook nogn. ,0
2419, de indiaan &eh kijkt naar een appelboom. ,0
2420, hij wil een appel. ,0
2421, dan komt de cowboy dr [ er] aan met een trap. ,0
2422, die pakt een appel. ,0
2423, en geeft (h)em aan de (.) indiaan. ,0
2424, de indiaan is heel blij. ,0
2425, een ballerina heeft een gieter vast. ,0
2426, ze doet [///] <er is> [/] er is een kraan. ,0
2427, ze doet water in de gieter. ,0
2428, de ballerina doe(t) [//] geeft water <aan de plan(tjes)> [//] aan ,0
2429, de bloemen met de gieter. ,0
2430, daar komt de zuster aan. ,0
2431, de zuster plukt een bloem. ,0
2432, de ball(erina) [/] ballerina kijkt. ,0
2433, de zuster geeft de bloem <aan (he)t meisje> [//] aan de ballerina. ,0
2434, de ballerina doet de bloem in haar haar. ,0
2435, een piraat heeft een voetbal. ,0
2436, hij schopt tegen de voetbal op (he)t strand. ,0
2437, de voetbal ligt in (he)t water. ,0
2438, er komt een ridder aan. ,0
2439, de ridder heeft een visnetje. ,0
2440, hij vist de bal voor de piraat uit (he)t water. ,0
2441, de piraat is blij. ,0
2442, en pakt z(ij)n bal. ,0
2443, een prinses koopt een ijsje. ,0
2444, ze he(eft) [//] (.) likt aan (he)t ijsje. ,0
2445, er komt een heks aan. ,0
2446, ze geeft het ijsje aan de heks. ,0
2447, de heks likt aan (he)t ijsje. ,0
2448, de prinses koopt nog een ijsje. ,0
2449, een indiaan gaat [//] loopt naar een boom (..) met appels. ,0
2450, hij plukt een appel. ,0
2451, en staat op een steen. ,0
2452, hij valt van de steen. ,0
2453, er komt een cowboy aan met een ladder. ,0
2454, de cowboy zet de ladder tegen de boom. ,0
2455, en klimt omhoog. ,0
2456, en plukt de appel. ,0
2457, de cowby geeft de appel aan de indiaan. ,0
2458, indiaan is blij met de appel. ,0
2461, balletdanser heeft een (.) gieter in z(ij)n handen. ,0
2462, ze vult (he)t met water. ,0
2463, ze geeft (he)t aan de bloemen. ,0
2464, en de zuster staat ernaast. ,0
2465, de dokter. ,0
2466,%com dokter = toelichting voor zuster ,0
2467, de zuster plukt een bloem. ,0
2468, ze geeft (he)t aan het balletmeisje. ,0
2469, balletmeisje doet het in haar hare(n). ,0
2470, de piraat <speelt met de bal> [//] heeft de bal in z(ij)n handen ,0
2471, bedoel ik. ,0
2472, hij trapt de bal op het strand. ,0
2473, hij ligt in (he)t water. ,0
2474, de ridder staat ernaast. ,0
2475, links. ,0
2476, de ridder heeft een netje bij zich. ,0
2477, hij vist de bal uit (he)t water. ,0
2478, en de piraat is heel blij. ,0
2479, want hij heeft (he)m weer terug. ,0
2480, &eh koningin die of [///] prinses die koopt een ijsje. ,0
2481, ze likt eraan. ,0
2482, ze laat (he)t zien aan de heks. ,0
2483, of ze geeft (he)t . ,0
2484, ik weet (he)t niet. ,0
2485, ze geeft (he)t. ,0
2486, en de heks is er blij mee. ,0
2487, de heks neemt ook een lik. ,0
2488, en de prinses koopt weer opnieuw een ijsje. ,0
2489, de indiaan wijst naar de boom met appels. ,0
2490, &eh naast de boom ligt een rots. ,0
2491, en hij klimt drop [ er op]. ,0
2492, en <pakt de appel> [//] (.) plukt de appel. ,0
2493, hij valt van de rots af. ,0
2494, de cowboy staat ernaast met de ladder. ,0
2495, de cowboy pakt de appel voor (h)em. ,0
2496, en geeft (h)em aan de indiaan. ,0
2497, de indiaan heeft (h)em nu. ,0
2498, en hij is er blij mee. ,0
2499, een indiaan zag een &eh boom (..) met appels. ,0
2500, hij pakte een appel. ,0
2501, en ging op de steen staan. ,0
2502, &ohjee hij viel draf [ eraf] . ,0
2503, alleen de caiboy [//] cowboy had een ladder. ,0
2504, en ging de appel pakken. ,0
2505, en gaf die aan de indiaan. ,0
2506, die indiaan was hartstikke blij. ,0
2507, de prinses wou een ijsje kopen. ,0
2508, ze had een ijsje. ,0
2509, &mm het was heerlijk. ,0
2510, ze smulde ervan. ,0
2511, en gaf de heks ook een likje. ,0
2512, &oh nee de heks mocht het hele ijsje hebben. ,0
2513, de heks smulde dr [ er] ook van. ,0
2514, de ko(ningin) [/] koningin ging weer een ijsje halen voor haarzelf. ,0
2515, een piraat met de bal. ,0
2516, trapte de bal keihard. ,0
2517, en viel in (he)t water. ,0
2518, daar kwam de ridder aan. ,0
2519, de ridder had een net bij zich om de bal uit te halen. ,0
2520, ja het is gelukt! ,0
2521, het was druit [ eruit]. ,0
2522, de bal. ,0
2523, piraat was weer blij met z(ij)n bal. ,0
2524, er was een meisje met een gieter. ,0
2525, een ballerina. ,0
2526, de ballerina ging op dr [ haar] teentjes staan. ,0
2527, en ging water halen in de gieter. ,0
2528, de ballerina ging de bloemetjes water geven. ,0
2529, en daar kwam de zuster aan. ,0
2530, de zuster plukte een bloemetje. ,0
2531, en gaf die aan de ballerina. ,0
2532, en de ballerina doet (he)t mooi in haar haar. ,0
2533, een meisje (.) &ehm gietert de bloemen. ,0
2534,%com gietert = child's word for water geven ,0
2535, ze deed dr [ er] water in. ,0
2536, ze ging gieten. ,0
2537, ze za(g) [/] zag een (..) dokter. ,0
2538, de dokter plukte de bloemen. ,0
2539, de dokter geef(t) (he)t aan het meisje. ,0
2540, en (he)t meisje deed (.) de bloem in (he)t [//] haar haar. ,0
2541, een Pietpiraat speelde met een bal. ,0
2542, hij schiette [ schoot] heel hoog. ,0
2543, opeens viel tie [ hij] in (he)t water. ,0
2544, de Pietpiraat huilde. ,0
2545, er kwam een ridder aan. ,0
2546, de ridder had een visnet. ,0
2547, de ridder pakte (.) de [//] met een visnet <de bal> [//] (.) <met ,0
2548, de bal> [//] de bal uit het water. ,0
2549, en dan kan de Pietpiraat weer spelen met zijn bal. ,0
2550, ze [ zijn] bal. ,0
2551, de fee gi(ng) [//] wou een ijsje kopen. ,0
2552, de fee at drie bolletjes. ,0
2553, fee geeft (h)em aan de heks. ,0
2554, de heks houde [ hield] (h)em vast. ,0
2555, de heks &ehm ging er e(en)s een likje van ete(n). ,0
2556, en toen gi(ng) [/] ging de [/] de fee weern [//] een ijsje ,0
2557, kope(n). ,0
2558, een indiaan wou een appel pakken. ,0
2559, maar de indiaan kan er nie(t) bij. ,0
2560, hij viel er van af. ,0
2561, er kwam een (...) kapitein aan. ,0
2562, de kapitein haalde (he)t met z(ij)n ladder een appel uit de boom. ,0
2563, en geefde [ gaf] de appel aan de (..) indiaan. ,0
2564, de indiaan had weer een appel. ,0
2565, &eh daar is een ballerina. ,0
2566, en &eh die heeft een &eh gieter in haar hand. ,0
2567, en die gieter vult ze bij een kraan. ,0
2568, en &eh daar begiet ze de planten mee. ,0
2569, en er zit ook nog een &eh dokter bij. ,0
2570, de dokter plukt een plaar [//] paar bloemen. ,0
2571, dan heeft ze ook mooie bloemen. ,0
2572, enn van die bloemen geeft ze aan de ballerina. ,0
2573, en die stopt (he)t in haar haar. ,0
2574, piraat is aan (he)t voetballe(n). ,0
2575, hij schiet de bal richting de vijver. ,0
2576, alleen &oh &oh nee de bal ligt in de vijver. ,0
2577, en de ridder staat toe te kijke(n). ,0
2578, de ridder pakt een net. ,0
2579, en pakt de bal uit de vijver. ,0
2580, dan kan de piraat weer voetballe(n). ,0
2581, de koningin wil een ijsje gaan kope(n). ,0
2582, en hij koopt dr [ er]n met drie bolletjes. ,0
2583, d(a)t [/] dat &eh geeft ze aan een heks met echt een hele lelij(ke) ,0
2584, [/] lelijke pukkel. ,0
2585, en die heks vindt het zo te zien ook heel lekker. ,0
2586, ja echt wel lekker. ,0
2587, en &eh nou komt [//] wilt ze nogn kopen (.) voor zichzelf. ,0
2588, &eh de indiaan wil &eh appels plukken uit (ee)n &eh appelboom. ,0
2589, en &eh ze gaat op een steen staan. ,0
2590, en kan er bijna bij. ,0
2591, en dan valt ie [ hij]. ,0
2592, en hij ziet een cowboy. ,0
2593, en die pakt een ladder. ,0
2594, die cowboy zet de ladder tegen een boom aan. ,0
2595, en pakt er een appel uit. ,0
2596, die geeft ie [ hij] aan de indiaan. ,0
2597, die indiaan is er blij mee. ,0
2598, Roline Investigator ,0
2599, de indiaan gooit de boom om. ,0
2600, en xxx. ,0
2601, jaa &=laughs . ,0
2602, of hij vangt een app(el) [///] de indiaan vangt een appel. ,0
2603,*IN2 vangt een appel? ,0
2604, ja. ,0
2605, van de boom. ,0
2606, van de boom. ,0
2607, okee nou komt de volgende. ,0
2608, hij probeert de appel te vangen. ,0
2609, maar het lukt (h)em niet. ,0
2610, hij rent er al achterna. ,0
2611, de indiaan valt. ,0
2612, de [/] de andere indiaan (.) komt ook. ,0
2613, en xxx +... ,0
2615, en aan de indiaan te gooien. ,0
2616, hij gooit de appel op de indiaan. ,0
2617, de indiaan valt om. ,0
2618, &=laughs . ,0
2619, de indiaan valt om. ,0
2620, (he)t varken die geeft (h)em een appel. ,0
2623, varken parken. ,0
2624,*IN2 raar verhaaltje zeg! ,0
2625, &=laughs . ,0
2626, is d(e) koningin? ,0
2627, de koningin wil een ijsje kope(n). ,0
2628, ze heeft g(eld) [//] wel geld. ,0
2629, maar nie(t) genoeg. ,0
2630, ze moest naar de pinautomaat. ,0
2631, (.) wat gebeurt er dan op dit plaatje? ,0
2632, &=laughs . ,0
2633, hij eet (he)t ijsje op. ,0
2634, zij. ,0
2635,%com zij = correctie voor hij. ,0
2636,*IN2 is dit het tweede plaatje? ,0
2637, <hij geeft het> [/] hij geeft het andere ijsje aan &eh een heks (.) ,0
2638, +... ,0
2640, ruikte dat vies. ,0
2641,%com haalt zijn neus op ,0
2642,*IN2 ruikt ie [ hij] er aan? ,0
2643, de heks. ,0
2644, &hm even proeven. ,0
2645, &=licking toch wel lekker. ,0
2646, &=laughs . ,0
2647, nou moet ze weer een ijsje kopen. ,0
2648, de Pietpiraat wil s(choppen) [/] schoppen. ,0
2649, (he)t lukt niet. ,0
2650, <want hij heeft een hou(ten)> [/] want hij heeft een houten voet. ,0
2651, hij schopt (h)em met z(ij)n houten voet. ,0
2652, houten voet breekt. ,0
2653, bal ligt in het water. ,0
2654, ik help &blablabla . ,0
2655, hij helpt. ,0
2658, omslaan. ,0
2659, de ridder moet dr [ er] uit halen met een netje. ,0
2660, zegt de ridder. ,0
2661, de ridder vist (he)t net uit. ,0
2662, de [///] en de Pietpiraat is blij. ,0
2663, einde. ,0
2664, &eh de danser^es wil bloemetjes water geven. ,0
2665, hij moet wel water hebben. ,0
2666, ze pakte een beetje water uit de kraan xxx. ,0
2667, hij gaat bloempjes +//. ,0
2668, er komt een zuster aan. ,0
2669, plukt een bloemetje. ,0
2674, zegt de zangeres. ,0
2675, ze xxx heel blij. ,0
2676,*IN2 &he wat? ,0
2677, ze was heel blij. ,0
2678, een ballerina heeft een gieter. ,0
